Lab No,Crop 2023,Planting Method,Tillage,Soil Type,Cover Crop,Crop_Diversity,Grazing,Fertilization,Lime,Longtitude,Latitude,Field,Sample_ID,Season,Date_Rept,B_Depth,E_Depth,pH,Buffer_pH,Salts,Excess_Lime,OM%,AA_K,M3_S,DTPA_Zn,M3_Fe,DTPA_Mn,DTPA_Cu,AA_Ca,AA_Mg,AA_Na,CEC,%Hsat,%Ksat,%Casat,%Mgsat,%Nasat,M3_P,NO3_N_H2O,OC_H2O_mg/kg,ON_H2O_mg/kg,CN_H2O,,Aggstab1_2mm,BulkAgStab1_2mm,NH4_N_H2O,CO2_24hr,WSA_Mod,N_H2O,SoilHealth,%MAC,ON_release_ppm,ON_reserve_ppm,H3A_NO3,H3A_NH4,H3A_IN,H3A_P,H3A_IP,H3A_OP,H3A_ICAPK,H3A_ICAPCa,H3A_ICAPAl,H3A_ICAPFe,H3A_ICAPS,H3A_ICAPZn,H3A_ICAPMn,H3ACu,H3A_ICAPMg,H3A_ICAPNa,Biomass,Diversity_Index,Bacteria%,TotalBacteriabiomass,Actinomycetes%,Actinomycetes_Biomass,Gram_neg%,Gram_neg_biomass,Rhizobia%,Rhizobia_Biomass,TotalFungi%,Total_Fungi_Biomass,Arbuscular_Myc%,Arbuscular_Myc_biomass,Saprophytic%,Saprophytes_Biomass,Protozoan%,Protozoa_biomasss,gram_pos_biomass,gram_pos%,Undifferentiated%,UndifferentiatedBiomass,Fungi_Bacteria,Predator_Prey,Grampos_Gramneg,Sat_Unsat,Mono_Poly,Pre161w7ccy170,Pre181w7ccy190,2N KCl NO3-N ppm N,KCl NH4-N ppm,% Sand,% Silt,% Clay,Texture,Ace Protein g/Kg
54218,Soybeans,,No-Till,,Cover Crop,Low Crop Diversity,,,,-95.6677,39.3885,S2,S2_E ,Spring,4/12/2024,0,8,6.4,6.7,0.1,NONE,3.6,117,7.3,0.64,57.2,6.6,0.92,2507,393,25,19,15,2,65,17,1,8,2.33,255,23.1,11.04,,45,48,0.4,165,57,25.9,22,64.8,23.1,0,2.8,2.7,,8,1.4,6.6,51,702,162,83,7.7,0.34,2.6,0.13,140,32,4347.662818,1.808091394,39.69,1725.451183,9.68,420.748795,22.46,976.5721332,0,0,9.37,407.4935545,2.23,97.15839031,7.14,310.3351642,2.08,90.51675821,748.8790494,17.22,39.18,1703.452528,0.236166377,0.052459762,0.766844582,2.096324052,11.28167152,2.57791754,0.774131429,2.77,3.53,8,52,40,Silty Clay,4.22
54219,Soybeans,,No-Till,,Cover Crop,Low Crop Diversity,,,,-95.6667,39.3885,S2,S2_F ,Spring,4/12/2024,0,8,5.9,6.6,0.11,NONE,3.7,136,6.7,0.6,66.5,11.5,0.98,2903,520,31,23.2,17,2,61,19,1,11,1.88,251,21.7,11.57,,52,54,0.9,109,62,24.5,17.89,43.5,21.7,0,2.4,3.2,,8,1.3,6.7,52,611,192,101,6.7,0.37,3.1,0.37,142,33,4480.364935,1.75739766,39.18,1755.553352,8.32,372.8348539,22.22,995.4713738,0,0,9.17,410.8819252,1.87,83.76305699,7.3,327.1188682,1.57,70.1441227,760.0819781,16.96,41.76,1870.950681,0.23404696,0.039955563,0.763539764,2.190431281,13.68263473,2.189845475,0.737368327,2.08,3.83,6,50,44,Silty Clay,3.93
54220,Soybeans,,No-Till,,Cover Crop,Low Crop Diversity,,,,-95.6684,39.3875,S2,S2_G ,Spring,4/12/2024,0,8,5.8,6.3,0.1,NONE,3.8,158,7.6,0.97,78.8,13.3,1.1,2597,404,17,23.3,28,2,56,14,0,17,1.13,221,20,11.05,,48,50,0.5,181,59,21.6,22,81.9,20,0,1.8,2.7,,12,2.8,9.2,65,617,137,86,7.3,0.46,3.6,0.14,125,24,4105.868137,1.776038379,38.01,1560.819185,7.92,325.1951915,21.74,892.7686206,0,0,10.02,411.4202503,1.93,79.06803817,8.09,332.3522122,1.82,74.63750155,668.0505639,16.27,42.23,1733.796009,0.263592512,0.047819441,0.748290821,2.128992408,4.574605452,2.340899878,0.734490849,1.94,2.55,6,50,44,Silty Clay,4.8
54221,Soybeans,,No-Till,,Cover Crop,Low Crop Diversity,,,,-95.6674,39.3875,S2,S2_H,Spring,4/12/2024,0,8,6,6.6,0.1,NONE,4.1,124,7.7,0.75,69.8,9.8,1,2729,444,25,22.2,20,1,62,17,0,13,1.42,252,24.8,10.16,,50,52,0.2,149,60,26.5,21.1,59,24.8,0,2.2,2.8,,11,2.2,8.8,54,641,171,93,7.5,0.46,3.2,0.11,136,32,4421.079864,1.825503295,41.56,1837.503044,8.97,396.5790114,24.03,1062.21086,0,0,10.44,461.6204042,2.12,93.65108352,8.32,367.9693207,1.66,73.22863404,775.2921841,17.54,37.37,1652.14877,0.251221573,0.039852252,0.729885387,2.056653755,6.189820743,2.268885191,0.750996933,2,2.75,4,52,44,Silty Clay,4.77
54222,Soybeans,,No-Till,,Cover Crop,Low Crop Diversity,,,,-95.6664,39.3875,S2,S2_I ,Spring,4/12/2024,0,8,6.2,6.6,0.11,NONE,3.4,123,6.1,0.68,60.5,9.5,0.96,2854,519,58,23.1,17,1,62,19,1,8,1.98,251,20.4,12.3,,34,40,0.01,87,55,22.4,15.98,34.7,20.4,0,1.9,2.6,,7,1.2,5.8,45,608,189,98,6.8,0.37,2.7,0.15,143,62,4153.964541,1.789822879,37.65,1563.777395,8.19,340.033243,21.95,911.7828121,0,0,10.85,450.8741689,1.97,81.63014036,8.89,369.2440286,1.48,61.62275302,651.9945826,15.7,41.83,1737.656981,0.288323754,0.039406346,0.715076632,2.009846214,4.539489672,2.362768496,0.715779039,2.09,3.17,10,48,42,Silty Clay,3.03
54223,Soybeans,,No-Till,,Cover Crop,Low Crop Diversity,,,,-95.6681,39.3865,S2,S2_J ,Spring,4/12/2024,0,8,5.9,6.4,0.11,NONE,4.1,152,7.2,0.8,87.8,12.8,1.3,3022,496,18,25.6,23,2,59,16,0,13,1.53,232,19.2,12.08,,59,60,0.4,168,66,21.1,21.35,72.4,19.2,0,1.9,2.9,,10,1.5,8.5,59,606,185,118,6.7,0.42,3.2,0.12,130,22,4298.058553,1.825743224,41.26,1773.170858,9.14,392.7040843,24.97,1073.036609,0,0,10.47,450.1471575,2.26,97.02070532,8.22,353.1264522,1.69,72.64935199,700.134249,16.29,37.44,1609.387102,0.253865642,0.040971434,0.652479369,1.963402723,14.344402,2.29606389,0.701113173,2.03,3.46,2,52,46,Silty Clay,4.65
54224,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.67,39.3865,S3,S3_A ,Spring,4/12/2024,0,8,6.2,6.7,0.13,NONE,3.9,163,7.1,0.97,59.4,9.8,1.07,3248,467,14,23.8,13,2,68,16,0,14,1.32,244,22.6,10.8,,54,55,0.3,223,61,24.2,25.04,91.4,22.6,0,1.9,3.1,,12,2.7,9.3,62,750,171,92,8.1,0.51,3.1,0.13,139,18,5297.343488,1.923813774,37.86,2005.60686,8.99,475.9834493,23.38,1238.336532,0,0,15.32,811.6754617,2.4,127.0388582,12.92,684.6366035,1.98,104.7313504,767.2703286,14.48,35.85,1899.346366,0.404703174,0.052219282,0.619597588,1.565300538,2.923503935,2.816901408,0.962325962,2.22,3.63,2,54,44,Silty Clay,3.56
54225,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.67,39.3855,S3,S3_B ,Spring,4/12/2024,0,8,7,7.2,0.19,LOW,4.8,232,9,1.93,48.4,5.7,1.12,4498,697,21,29,0,2,78,20,0,31,2.02,272,26,10.46,,63,64,0.6,168,72,28.6,22.82,61.8,26,0,3.2,4,,29,13.1,15.9,74,1077,161,86,11.9,0.89,3.5,0.2,201,25,6690.142236,1.905068384,37.26,2493.052812,8.02,536.4151192,22.25,1488.476228,0,0,13.32,891.0180429,2.24,150.006585,11.08,741.0114579,3.51,234.9861715,1004.576584,15.02,37.89,2534.670091,0.357400388,0.094256395,0.674902672,1.580443167,3.55913619,2.911209767,1.085775448,3.09,4.71,2,48,50,Silty Clay,5.61
54226,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.671,39.3845,S3,S3_C ,Spring,4/12/2024,0,8,7.1,7.2,0.19,LOW,4.4,214,6.6,1.32,33.8,4.7,0.93,4353,604,25,27.5,0,2,79,18,0,39,1.76,299,31.3,9.55,,55,56,0.2,248,63,33.2,28.24,82.9,31.3,0,2.7,3.2,,30,16.2,13.8,67,1073,152,76,11.3,0.7,3.2,0.2,181,28,4987.104375,1.856257746,39.72,1980.768006,10.07,502.4199198,24.97,1245.080558,0,0,11.34,565.656244,2.73,135.9931223,8.62,429.6631217,1.76,87.62656817,735.6874483,14.75,37.11,1850.633637,0.285574203,0.044238683,0.59087538,1.814051984,5.805475125,2.922003805,1.085677308,2.25,3.16,2,50,48,Silty Clay,3.63
54227,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.67,39.3845,S3,S3_D ,Spring,4/12/2024,0,8,7,7.2,0.21,LOW,5.2,248,8.3,1.78,42.1,4.7,1.05,4329,648,24,27.8,0,2,78,19,0,41,2.07,307,30.8,9.97,,66,67,1,363,75,33.9,33.01,118.2,30.8,0,3.6,5,,34,18.7,15.3,85,1085,158,83,12.1,0.83,3.3,0.22,200,28,4873.760664,1.875804193,45.37,2211.32119,10.46,510.0299746,30.18,1471.062947,0,0,11.28,549.7175467,2.95,143.9647222,8.33,405.7528245,1.74,84.56306202,740.258243,15.19,31.15,1518.128891,0.248592357,0.038240968,0.503213166,1.663577371,19.85173824,2.753197279,1.170497841,3.36,3.15,4,48,48,Silty Clay,3.99
54228,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.6703,39.3838,S3,S3_E,Spring,4/12/2024,0,8,6.7,7.2,0.16,NONE,4.8,198,7.7,1.38,50.7,7.5,1.09,4235,617,28,26.9,0,2,79,19,0,29,2.65,290,27.5,10.55,,60,60,0.7,231,68,30.9,26.85,79.7,27.5,0,3.3,3.6,,27,13.5,13.5,66,915,148,78,10.7,0.67,3.3,0.17,170,29,6360.863474,1.894983011,43.38,2759.042282,10.98,698.3571065,27.99,1780.151554,0,0,11.87,755.2852776,2.93,186.4174733,8.94,568.8678044,1.76,112.2325522,978.8907285,15.39,32.01,2035.946256,0.273749077,0.040678083,0.549891792,1.688788482,15.58978067,2.032063697,0.919011448,4.26,4.05,0,52,48,Silty Clay,4.24
54229,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.6703,39.3835,S3,S3_F,Spring,4/12/2024,0,8,7,7.2,0.1,LOW,3.9,322,6.8,1.16,39.5,6,0.98,3731,519,22,23.9,0,3,78,18,0,30,1.66,297,28.9,10.28,,55,56,0.6,280,63,31.2,29.41,94.3,28.9,0,2.2,2.8,,26,13.7,12.3,129,940,157,80,10,0.61,2.9,0.18,162,26,5056.995267,1.890772404,38.26,1934.635807,8.82,445.7751356,23.68,1197.650929,0,0,13.94,705.1541037,2.31,116.9052291,11.63,588.2488745,1.86,94.10712224,736.9848782,14.57,37.12,1877.323098,0.364489327,0.048643327,0.615358666,1.574379118,3.392680721,2.945751019,1.187624917,2.23,2.97,8,50,42,Silty Clay,3.42
54230,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.6654,39.3865,S4,S4_A ,Spring,4/12/2024,0,8,6.1,6.6,0.09,NONE,3.7,88,7.3,0.85,71.2,6.9,0.65,2406,351,30,19,19,1,63,15,1,9,1.18,256,22.8,11.23,,38,45,0.7,103,62,24.6,17.64,40.2,22.8,0,2,2.5,,7,1,6,42,650,139,86,7.3,0.5,2.7,0.09,123,33,5805.280047,1.879199452,42.29,2455.105018,8.86,514.1190198,25.11,1457.847141,0,0,12.43,721.6161027,2.5,145.3033839,9.93,576.3127188,1.59,92.35705951,997.2578763,17.18,34.83,2022.082847,0.293924739,0.037618374,0.684062031,1.838195798,4.830261274,2.652586207,0.680653842,1.88,1.16,20,44,36,Silty Clay Loam,4.69
54232,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.6643,39.3865,S4,S4_B ,Spring,4/12/2024,0,8,6.9,7.2,0.1,LOW,4.2,95,8.1,1.02,45.9,3.7,0.55,2972,401,46,18.6,0,1,80,18,1,10,2.12,265,26,10.19,,37,44,0.9,85,60,29,16.67,32.1,26,0,2.5,2.6,,9,1.7,7.3,42,908,136,75,9.7,0.46,2.3,0.14,159,51,7565.318259,1.917457818,42.61,3223.826951,10.73,811.5932558,26.76,2024.604627,0,0,13.31,1006.731146,3.02,228.6629199,10.28,778.0682264,1.43,108.3845249,1199.222324,15.85,31.92,2414.782381,0.312278283,0.033619833,0.592324204,1.644428277,4.608677911,3.089403974,0.954086455,3.08,1.9,24,42,34,Clay Loam,3.71
54233,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.6666,39.3855,S4,S4_C ,Spring,4/12/2024,0,8,6.6,7.2,0.09,NONE,4.5,183,7.9,0.94,78.1,7.6,1.14,3364,587,42,22.4,0,2,75,22,1,15,1.21,291,24.2,12.02,,61,62,0.5,124,70,25.9,20.08,42.6,24.2,0,2.3,3.4,,11,2.3,8.7,63,687,169,100,8.2,0.56,2.9,0.15,148,39,4227.850111,1.885385901,41.82,1767.942204,9.22,389.885678,24.69,1043.982217,0,0,11.78,498.2269504,2.45,103.5778554,9.33,394.649095,2.26,95.50651,723.9599873,17.12,34.92,1476.288769,0.281811786,0.054021285,0.693460076,1.948958313,13.21751178,2.30324797,0.611172566,1.88,3.11,4,50,46,Silty Clay,7.41
54234,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.6656,39.3855,S4,S4_D ,Spring,4/12/2024,0,8,6.1,6.6,0.08,NONE,3.6,92,8.2,0.78,76,6.7,0.71,2504,413,37,20.4,20,1,61,17,1,9,0.79,211,19.1,11.05,,37,44,0.3,88,61,20.2,15.15,41.6,19.1,0,1.3,2.2,,7,0.9,6.1,39,594,139,90,6.8,0.38,2.4,0.12,124,38,5406.795176,1.952583831,34.77,1880.03446,7.6,410.9681241,20.88,1129.092182,0,0,21.55,1164.979539,2.15,116.0618135,19.4,1048.917726,1.28,69.3786345,750.9422787,13.89,34.8,1881.434417,0.619658609,0.036902853,0.665085004,1.37383577,0.883454464,2.615692308,0.697047416,1.55,1.73,16,46,38,Silty Clay Loam,4.35
54235,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.6645,39.3853,S4,S4_E ,Spring,4/12/2024,0,8,6.6,7.2,0.09,NONE,5.5,172,8.1,2.47,81.2,6.4,0.71,2627,361,14,16.6,0,3,79,18,0,34,4.47,211,24.9,8.47,,45,55,0.6,383,77,29.9,31.16,181.7,24.9,0,5.9,3,,27,13.2,13.8,82,822,105,90,9.6,1.01,3.1,0.13,149,20,7886.79669,1.925142076,41.55,3277.250273,9.24,728.8445499,24.45,1928.690575,0,0,14.43,1138.448707,2.41,190.3509335,12.02,948.0977738,1.69,133.0275229,1348.559697,17.1,33.08,2609.225637,0.347379239,0.040591201,0.699209979,1.633422717,3.999942703,2.767150726,0.670169533,6.43,1.99,24,40,36,Clay Loam,6.19
54236,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.6666,39.3845,S4,S4_F ,Spring,4/12/2024,0,8,6.7,7.2,0.1,NONE,5.7,346,7.4,2.57,75,4.9,0.63,2946,405,8,19,0,5,77,18,0,44,1.74,253,31.5,8.03,,36,46,0.4,353,65,33.7,31.65,139.4,31.5,0,3.2,2.8,,36,22.4,13.6,154,942,85,96,10.5,0.93,2.8,0.12,172,14,7263.195734,1.844092762,44.56,3236.684441,9.43,684.8900605,27.49,1996.345336,0.17,12.46180576,10.75,780.6003235,2.53,183.5120724,8.22,597.0882512,1.08,78.18584866,1240.339105,17.08,33.85,2458.540531,0.241172823,0.024156154,0.621304883,1.858886631,6.588677404,2.763330898,0.591148686,2.54,1.03,10,52,38,Silty Clay Loam,9.34
54237,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.6656,39.3846,S4,S4_G ,Spring,4/12/2024,0,8,6.6,7.2,0.09,NONE,4.9,147,8.7,1.58,66.1,5.6,0.62,2378,335,10,15.1,0,2,79,18,0,15,1.83,210,21.1,9.95,,36,45,0.4,308,63,23.4,28.06,146.8,21.1,0,2.7,2.7,,11,3.4,7.6,76,829,94,84,9.7,0.6,3.2,0.13,156,21,8264.613505,1.883705554,44.99,3717.995696,8.85,731.7803757,29.04,2400.453673,0,0,12.46,1029.517827,3.04,251.468621,9.41,778.0492061,1.55,128.1044611,1317.542023,15.94,32.02,2646.396789,0.276901296,0.034455247,0.548872089,1.592248351,6.265777651,3.093253199,0.727300803,2.27,3.24,4,56,40,Silty Clay,6.65
54238,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.6647,39.3845,S4,S4_H ,Spring,4/12/2024,0,8,6.3,6.7,0.09,NONE,5,127,9.5,1.45,92.9,5.6,0.66,2318,351,20,18.1,18,2,64,16,0,12,1.46,250,23.8,10.5,,36,46,1.1,312,66,26.3,29.28,125.1,23.8,0,2.4,3.2,,7,1.6,5.4,63,712,126,104,8.5,0.51,2.7,0.12,145,36,5116.520424,1.841712843,44.12,2257.276853,8.34,426.6565809,27.17,1390.136157,0,0,11.39,583.0257186,2.56,131.1951589,8.83,451.8305598,1.28,65.44629349,867.1406959,16.95,34.87,1784.114977,0.2582872,0.028993472,0.623781125,1.932868832,11.98964242,2.577763071,0.521158235,2.38,2.62,16,46,38,Silty Clay Loam,6.95
54239,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.6656,39.3838,S4,S4_I,Spring,4/12/2024,0,8,6.6,7.2,0.1,NONE,5,168,7.8,1.76,71.9,7.4,0.7,2545,350,23,16.2,0,3,78,18,1,16,1.81,216,21.3,10.14,,37,45,0.2,198,64,23.3,23,91.9,21.3,0,2.5,2.9,,11,3.7,7.3,80,783,105,89,8.8,0.62,3.7,0.11,145,32,5712.392531,1.934894764,45.43,2595.011226,9.07,518.0986802,28.41,1622.966979,0.16,9.063030502,13.94,796.1776464,2.85,163.0524068,11.08,633.1252396,1.61,92.1636274,972.0442473,17.02,29.79,1701.87832,0.306810868,0.035515695,0.598930391,1.698964055,5.352534761,2.953945521,0.649162281,2.58,1.26,8,54,38,Silty Clay Loam,7.2
54240,Corn,,No-Till,,Cover Crop,High Crop Diversity,,,,-95.6656,39.3838,S4,S4_J,Spring,4/12/2024,0,8,6.4,6.7,0.13,NONE,5,124,8.6,1.39,91.6,7.9,0.74,2421,338,16,18.3,16,2,66,15,0,11,2.34,184,17.5,10.51,,42,50,0.9,259,69,20.7,25.08,140.8,17.5,0,5.1,2.9,,45,31.2,13.8,97,977,118,121,11.5,1.57,4.1,0.17,163,81,6946.907312,1.93399093,40.81,2834.839948,7.37,511.7020618,26.36,1831.001176,0.18,12.25930283,14.88,1033.527336,2.13,147.7927063,12.75,885.7346294,2.95,205.1885332,1003.838772,14.45,33.64,2337.254659,0.364580489,0.072380994,0.548245837,1.492947179,3.969117007,2.824304101,0.687421185,3.26,1.25,14,50,36,Silty Clay Loam,7.3
54203,Corn,,Conventional Till,,No Cover Crop,Low Crop Diversity,,,,-95.6677,39.3826,SS1,SS1_A ,Spring,4/12/2024,0,8,5.7,6.7,0.08,NONE,2.7,107,7,0.96,49.3,9.8,0.79,1985,338,26,16.5,21,2,59,17,1,11,5.68,168,14.5,11.59,,30,34,0.3,64,45,20.5,11.71,38,14.5,0,7.5,3.2,,8,1.5,6.5,48,552,166,82,6.4,0.68,4,0.11,117,33,3416.436153,1.733566399,35.74,1221.164362,11.05,377.356063,20.95,715.7928594,0,0,7.99,272.9816661,2.06,70.47282084,5.93,202.5088453,1.65,56.35252493,505.3715021,14.79,43.57,1488.581537,0.223542117,0.046146552,0.706030377,2.133698498,8.934291581,2.740040858,0.916251698,9.39,2.2,12,50,38,Silty Clay Loam,3.97
54204,Corn,,Conventional Till,,No Cover Crop,Low Crop Diversity,,,,-95.6666,39.3826,SS1,SS1_B ,Spring,4/12/2024,0,8,5.8,6.4,0.06,NONE,3.6,119,7.3,0.5,48.1,10.9,0.84,2594,439,14,23.1,26,1,56,16,0,15,4.37,137,10.5,13.05,,46,50,0.1,118,62,15,15.18,86,10.5,0,5.2,2.8,,11,2.5,8.5,55,570,155,74,6.3,0.49,3.9,0.13,123,17,2502.382245,1.865268542,37.57,940.2629516,8.2,205.1142874,21.86,546.9814848,0,0,11.35,284.0600688,1.74,43.51366021,9.61,240.5464085,3.87,96.91815934,393.2814667,15.72,38.21,956.1244798,0.302107052,0.103075591,0.719003253,1.884477081,3.148712312,2.360768176,0.803730992,5.46,1.3,8,48,44,Silty Clay,5.08
54205,Corn,,Conventional Till,,No Cover Crop,Low Crop Diversity,,,,-95.6656,39.3826,SS1,SS1_C ,Spring,4/12/2024,0,8,6.2,6.9,0.08,NONE,3,135,6.6,0.56,30.2,7.4,0.7,3198,475,38,21.7,6,2,73,18,1,10,4.53,164,12.2,13.44,,40,47,0.5,89,64,17.3,13.61,54.2,12.2,0,6.2,3.2,,8,1.9,6.1,49,651,179,70,7.2,0.51,3.3,0.14,122,37,3038.796913,1.785953546,38.24,1162.022035,7.48,227.3905615,24.72,751.1341542,0,0,11.66,354.3863784,2.25,68.28492311,9.41,286.1014553,1.16,35.26188653,410.8878808,13.52,41.46,1259.736051,0.304973888,0.030345282,0.547023296,1.55107496,4.426922477,2.765455403,1.238239538,6.02,2.67,16,40,44,Clay,2.48
54206,Corn,,Conventional Till,,No Cover Crop,Low Crop Diversity,,,,-95.6676,39.3815,SS1,SS1_D ,Spring,4/12/2024,0,8,6.3,6.8,0.06,NONE,2.5,104,6,0.39,33.8,7.9,0.68,2493,405,54,18.6,12,1,67,18,1,5,5.65,164,14.2,11.55,,34,42,0.4,47,59,20.2,9.95,28.7,14.2,0,7.2,3.4,,6,0.8,5.2,45,565,170,73,6.3,0.44,3.4,0.11,115,56,3890.321781,1.886155735,38.2,1486.204972,9.71,377.6737553,25.18,979.4159588,0,0,12.78,497.2409945,2.89,112.5612251,9.89,384.6797694,2.2,85.56017112,506.7890136,13.03,37.11,1443.641887,0.33457094,0.057569563,0.51744002,1.375425812,4.142128603,3.870345446,1.768004811,7.55,2.48,22,38,40,Clay,3.34
54207,Corn,,Conventional Till,,No Cover Crop,Low Crop Diversity,,,,-95.6659,39.3815,SS1,SS1_E ,Spring,4/12/2024,0,8,5.9,6.7,0.08,NONE,3,128,6.7,0.36,35.3,8.5,0.79,2718,445,17,20.8,15,2,65,18,0,11,5.58,167,12.3,13.58,,43,47,1.1,73,58,19,12.28,43.8,12.3,0,6.3,5.4,,9,1.8,7.2,54,611,167,74,7,0.42,3.8,0.13,125,21,2520.321155,1.663769491,35.34,890.6143026,7.58,190.9815149,21.26,535.9432377,0,0,8.94,225.2131699,1.85,46.67952947,7.08,178.5336404,0.62,15.55984316,354.6710649,14.07,47.53,1197.952325,0.252873965,0.017470911,0.661769829,2.031206187,4.779142708,2.047968397,0.866270431,7.09,3.64,16,42,42,Silty Clay,4.15
54208,Corn,,Conventional Till,,No Cover Crop,Low Crop Diversity,,,,-95.6646,39.382,SS1,SS1_F ,Spring,4/12/2024,0,8,6.7,7.2,0.05,NONE,3.1,108,5.7,0.49,29.1,5.5,0.65,2847,398,18,17.9,0,2,79,19,0,12,4.51,165,21.9,7.53,,32,37,0.1,44,49,26.5,10.44,26.7,21.9,0,6.7,3.5,,10,2.9,7.1,51,774,155,66,8.5,0.42,3.3,0.13,137,22,3887.160334,1.824494747,39.99,1554.375956,9.95,386.7486178,25.74,1000.470533,0,0,10.97,426.596871,2.59,100.8704858,8.38,325.7263851,1.24,48.31784496,553.9054229,14.25,37.85,1471.121045,0.274448964,0.031085044,0.553644915,1.62627012,5.779030783,3.08997955,1.111641791,6.73,2.1,14,46,40,Silty Clay,4.32
54209,Corn,,Conventional Till,,No Cover Crop,Low Crop Diversity,,,,-95.6673,39.3805,SS1,SS1_G ,Spring,4/12/2024,0,8,5.9,6.8,0.11,NONE,2.5,85,7.1,0.42,50.9,10.6,0.73,1876,291,38,14.6,16,1,64,17,1,8,4.99,174,22.6,7.7,,21,32,0.6,48,51,28.2,11.09,27.6,22.6,0,6,3.5,,6,0.9,5.1,41,508,157,85,6.1,0.41,4.5,0.14,99,39,4591.930389,1.899341624,41.25,1894.093808,7.88,361.9405209,27.45,1260.385005,0,0,14.42,662.1669945,2.57,118.0046487,11.85,544.1623458,1.95,89.39746111,633.7088027,13.8,34.5,1584.331605,0.34959567,0.047198011,0.502789862,1.352434017,4.514328667,3.033126294,1.029781022,6.7,2.99,24,42,34,Clay Loam,3.19
54210,Corn,,Conventional Till,,No Cover Crop,Low Crop Diversity,,,,-95.6659,39.3805,SS1,SS1_H ,Spring,4/12/2024,0,8,6.3,6.8,0.09,NONE,2.6,76,6.4,0.53,37.4,8.1,0.63,2013,322,17,15.2,14,1,66,18,0,10,3.53,197,19.7,10,,17,30,4,56,52,27.2,12.04,28.5,19.7,0,4.1,6.3,,7,1.6,5.4,41,583,155,71,6.4,0.49,4,0.11,120,20,2901.716212,1.842259842,39.84,1155.899479,8.03,232.9451425,24.57,712.9328838,0,0,12.15,352.6202881,2.02,58.74961692,10.13,293.8706712,1.8,52.16058842,442.9665952,15.27,37.55,1089.457554,0.305061378,0.04512554,0.621330009,1.949436491,4.571751839,2.194950912,0.740546968,4.6,9.45,24,42,34,Clay Loam,3.2
54211,Corn,,Conventional Till,,No Cover Crop,Low Crop Diversity,,,,-95.6642,39.3805,SS1,SS1_I ,Spring,4/12/2024,0,8,7.1,7.2,0.14,LOW,3.2,102,6.6,0.76,21.4,3.7,0.55,3140,335,20,18.8,0,1,83,15,0,15,5.62,197,25.8,7.64,,30,40,0.9,109,59,32.3,17.22,55.4,25.8,0,7.1,3.1,,17,7.1,9.9,48,1255,128,60,12,0.52,4.2,0.16,156,26,3239.297182,1.804191675,34.15,1106.225473,7.16,232.0133191,20.14,652.4854323,0,0,14.23,460.8455227,1.63,52.77084077,12.6,408.0746819,1.07,34.81388988,453.7400404,14.01,43.39,1405.398977,0.41659276,0.031470881,0.695402561,1.895153404,2.578740157,1.900497512,0.495707233,7.89,3.15,20,44,36,Silty Clay Loam,3.65
54212,Corn,,Conventional Till,,No Cover Crop,Low Crop Diversity,,,,-95.6659,39.3795,SS1,SS1_J ,Spring,4/12/2024,0,8,6.3,6.8,0.14,NONE,2.9,117,7.1,0.69,44.6,8.4,0.86,2762,416,18,20,12,1,69,17,0,12,4.51,203,20.3,10,,28,33,1.1,59,45,25.9,12.52,29,20.3,0,5.4,4.8,,10,2.5,7.5,53,710,176,88,7.8,0.59,4.3,0.12,135,21,3122.581028,1.668497821,36.45,1138.222723,8.77,273.8929123,20.98,655.0516443,0,0,6.97,217.677787,1.81,56.48225098,5.16,161.195536,1.71,53.51418734,483.1710792,15.47,46.09,1439.273418,0.191243579,0.047015568,0.737607612,2.38872246,7.930240433,2.289260143,0.589746683,6.39,4.11,14,48,38,Silty Clay Loam,2.63
54213,Corn,,Conventional Till,,No Cover Crop,Low Crop Diversity,,,,-95.6642,39.3794,SS1,SS1_K,Spring,4/12/2024,0,8,7,7.2,0.13,LOW,3.2,97,5.9,0.85,24.5,4.4,0.69,3318,364,23,20,0,1,83,15,1,8,6.22,216,25.5,8.47,,41,47,2.4,95,62,34.1,16.45,44.1,25.5,0,9.4,4.2,,9,2.3,6.7,40,890,153,58,9,0.42,2.4,0.14,127,29,3365.788859,1.796764356,34.44,1159.114796,7.13,240.0151816,20.99,706.4988906,0,0,12.74,428.85087,1.95,65.54361789,10.79,363.3072521,1.7,57.16454514,452.6159056,13.45,43.99,1480.643466,0.369981361,0.049317415,0.640646308,1.807804522,4.387033399,2.434848485,0.696446474,11.75,9.75,22,40,38,Clay Loam,3.08
